"","GEOID","FIPS","pm25_2014","pm25_2015","pm25_2016","pm25_2017","pm25_2018"
"993","51059","51059",8.85568257599895,9.0438167074619,7.8616804056436,7.07060490735093,7.47412648299023
"994","51029","51029",7.20998878980915,7.02410084742297,5.75361053742891,4.85632114073649,4.60045793525475
"995","05073","5073",6.80502995217109,6.9758521297038,6.11604122644511,5.75233884298038,6.23666656605478
"996","22115","22115",7.27192304596838,7.15754529087425,6.85192937816265,6.20770687971027,7.58034364550394
"997","12037","12037",8.22395765234683,8.03815064341489,7.61107255965619,6.66040895375948,6.44484987289018
"998","21085","21085",8.80345851610788,7.71907422926055,7.8792614831011,6.4660525248645,7.29127914527865
"999","24001","24001",7.59373085202516,7.52348493147127,6.58804524978985,4.99659639428136,5.49946710613933
"1000","08053","8053",1.83047347503258,1.16992708005938,0.803062606585056,0.746552978889626,0.872590143938212
"1001","18131","18131",10.9456553868599,8.29443137976069,7.43060583055137,6.28329643324512,7.04940184476669
"1002","37103","37103",7.78533156097116,6.32714261635685,6.39998182314351,5.49130897065249,5.0762022470096
"1003","13181","13181",8.60922484095892,7.04363660032287,8.31249873872864,6.56071459991824,6.47759059980737
"1004","01069","1069",8.92999235455986,7.85717850060601,8.0513301639505,6.93995704386603,7.83596851539929
"1005","54019","54019",5.9539504341752,5.52299606755114,5.07522997283751,3.33431310119095,3.4682349397481
"1006","06041","6041",4.9809504869509,5.26356209318302,3.41690047478014,4.73683200938863,6.57475254111657
"1007","06015","6015",2.78592274823239,3.81459282023133,1.66866174651552,3.28579720609345,4.50566327296467
