,GEOID,date.100pop
1164,22021,4/5/2020
1165,22023,6/4/2020
1166,22025,4/6/2020
1167,22027,4/3/2020
1168,22029,4/15/2020
1169,22031,3/30/2020
1170,22033,4/4/2020
1171,22035,4/28/2020
1172,22037,4/4/2020
1173,22039,4/10/2020
1174,22041,4/5/2020
1175,22043,5/21/2020
1176,22045,4/3/2020
1177,22047,3/31/2020
1178,22049,4/22/2020
1179,22051,3/26/2020
1180,22053,4/10/2020
1181,22059,4/22/2020
1182,22055,4/2/2020
1183,22057,4/1/2020
1184,22061,4/17/2020
1185,22063,4/17/2020
1186,22065,5/9/2020
1187,22067,4/10/2020
1188,22069,4/12/2020
1189,22071,3/21/2020
1190,22073,4/4/2020
1191,80022,NA
1192,22075,3/31/2020
1193,22077,4/6/2020
1194,22079,4/8/2020
1195,22081,4/11/2020
1196,22083,4/15/2020
1197,22085,5/13/2020
1198,22087,3/30/2020
1199,22089,3/31/2020
1200,22091,4/9/2020
1201,22093,3/26/2020
1202,22095,3/28/2020
1203,22097,4/8/2020
1204,22099,4/2/2020
1205,22101,4/4/2020
1206,22103,4/1/2020
1207,22105,4/5/2020
1208,22107,5/9/2020
1209,22109,4/4/2020
1210,90022,NA
1211,22111,4/6/2020
1212,22113,6/6/2020
1213,22115,6/13/2020
1214,22117,4/2/2020
1215,22119,4/4/2020
1216,22121,4/4/2020
1217,22123,5/15/2020
1218,22125,4/4/2020
1219,22127,4/16/2020
1220,23001,5/14/2020
1221,23003,11/3/2020
1222,23005,4/13/2020
1223,23007,5/7/2020
1224,23009,10/4/2020
1225,23011,5/21/2020
1226,23013,9/28/2020
1227,23015,8/8/2020
1228,80023,NA
1229,23017,8/16/2020
1230,23019,8/12/2020
1231,23021,11/7/2020
1232,23023,7/21/2020
1233,23025,8/30/2020
1234,90023,NA
1235,23027,4/17/2020
1236,23029,10/25/2020
1237,23031,5/1/2020
1238,24001,4/23/2020
1239,24003,4/11/2020
1240,24005,4/8/2020
1241,24510,4/9/2020
1242,24009,4/13/2020
1243,24011,4/20/2020
1244,24013,4/8/2020
1245,24015,4/17/2020
1246,24017,4/8/2020
1247,24019,4/24/2020
1248,24021,4/10/2020
1249,24023,7/17/2020
1250,24025,4/22/2020
1251,24027,4/11/2020
1252,24029,4/20/2020
1253,24031,4/8/2020
1254,80024,NA
1255,24033,4/6/2020
1256,24035,4/25/2020
1257,24039,4/30/2020
1258,24037,4/18/2020
1259,24041,5/2/2020
1260,90024,NA
1261,24043,4/25/2020
1262,24045,4/18/2020
1263,24047,4/27/2020
1264,25001,3/27/2020
1265,25003,3/25/2020
1266,25005,4/1/2020
1267,25007,NA
1268,25009,3/28/2020
1269,25011,3/27/2020
1270,25013,3/28/2020
1271,25015,4/3/2020
1272,25017,3/30/2020
1273,25019,NA
1274,25021,3/28/2020
1275,80025,NA
1276,25023,3/30/2020
1277,25025,3/25/2020
1278,90025,NA
1279,25027,4/1/2020
1280,26001,5/20/2020
1281,26003,8/8/2020
1282,26005,4/30/2020
1283,26007,4/21/2020
1284,26009,7/8/2020
1285,26011,4/20/2020
1286,26013,9/5/2020
1287,26015,5/9/2020
1288,26017,4/22/2020
1289,26019,7/17/2020
1290,26021,4/9/2020
1291,26023,4/21/2020
1292,26025,4/17/2020
1293,26027,5/9/2020
1294,26029,6/30/2020
1295,26031,5/20/2020
1296,26033,8/6/2020
1297,26035,7/4/2020
1298,26037,4/8/2020
1299,26039,4/14/2020
1300,26041,7/15/2020
1301,26043,7/16/2020
1302,26045,4/21/2020
1303,26047,7/5/2020
1304,26049,4/3/2020
1305,26051,6/22/2020
1306,26053,7/13/2020
1307,26055,7/14/2020
1308,26057,5/16/2020
1309,26059,4/6/2020
1310,26061,7/21/2020
1311,26063,5/4/2020
1312,26065,4/17/2020
1313,26067,4/29/2020
1314,26069,4/24/2020
1315,26071,7/24/2020
1316,26073,4/24/2020
1317,26075,4/11/2020
1318,26077,4/24/2020
1319,26079,4/13/2020
1320,26081,4/21/2020
1321,26083,7/29/2020
1322,26085,7/5/2020
1323,26087,4/10/2020
1324,26089,7/4/2020
1325,26091,4/23/2020
1326,26093,4/8/2020
1327,26095,8/14/2020
1328,26097,7/22/2020
1329,26099,4/1/2020
1330,26101,7/5/2020
1331,26103,7/2/2020
1332,26105,5/16/2020
1333,26107,7/18/2020
1334,26109,7/6/2020
1335,26111,4/28/2020
1336,26113,4/22/2020
1337,26115,4/8/2020
1338,26117,5/20/2020
1339,26119,8/19/2020
1340,26121,4/23/2020
1341,26123,5/18/2020
1342,26125,3/29/2020
1343,26127,5/7/2020
1344,26129,5/11/2020
1345,26131,8/4/2020
1346,26133,6/18/2020
1347,26135,5/20/2020
1348,26137,4/5/2020
1349,26139,5/2/2020
1350,80026,NA
1351,26141,7/1/2020
1352,26143,6/12/2020
1353,26145,4/9/2020
1354,26151,5/29/2020
1355,26153,8/1/2020
1356,26155,4/14/2020
1357,26147,4/8/2020
1358,26149,5/9/2020
1359,26157,4/17/2020
1360,90026,NA
1361,26159,5/3/2020
1362,26161,4/1/2020
1363,26163,3/27/2020
1364,26165,7/4/2020
1365,27001,7/12/2020
1366,27003,5/6/2020
1367,27005,5/25/2020
1368,27007,7/12/2020
1369,27009,5/5/2020
1370,27011,5/31/2020
1371,27013,5/13/2020
1372,27015,6/28/2020
1373,27017,4/19/2020
1374,27019,5/16/2020
1375,27021,7/19/2020
1376,27023,5/11/2020
1377,27025,5/29/2020
1378,27027,4/21/2020
1379,27029,7/7/2020
1380,27031,8/14/2020
1381,27033,4/29/2020
1382,27035,5/30/2020
1383,27037,5/10/2020
1384,27039,4/30/2020
1385,27041,5/27/2020
1386,27043,5/29/2020
1387,27045,6/18/2020
1388,27047,4/18/2020
1389,27049,5/23/2020
1390,27051,6/10/2020
1391,27053,4/25/2020
1392,27055,6/27/2020
1393,27057,7/29/2020
1394,27059,6/8/2020
1395,27061,5/17/2020
1396,27063,4/29/2020
1397,27065,7/11/2020
1398,27067,4/28/2020
1399,27069,8/29/2020
1400,27071,6/30/2020
1401,27073,8/8/2020
1402,27075,7/16/2020
1403,27077,8/10/2020
1404,27079,5/10/2020
1405,27081,6/2/2020
1406,27083,5/17/2020
1407,27087,5/29/2020
1408,27089,5/29/2020
1409,27091,3/29/2020
1410,27085,5/31/2020
1411,27093,5/14/2020
1412,27095,6/13/2020
1413,27097,5/22/2020
1414,27099,5/9/2020
1415,27101,4/27/2020
1416,27103,5/17/2020
1417,27105,4/18/2020
1418,27107,4/24/2020
1419,27109,4/17/2020
1420,27111,5/25/2020
1421,80027,NA
1422,27113,5/27/2020
1423,27115,4/24/2020
1424,27117,5/18/2020
1425,27119,5/1/2020
1426,27121,7/7/2020
1427,27123,5/5/2020
1428,27125,7/13/2020
1429,27127,6/29/2020
1430,27129,6/22/2020
1431,27131,5/8/2020
1432,27133,4/30/2020
1433,27135,7/5/2020
1434,27139,5/11/2020
1435,27141,5/9/2020
1436,27143,5/28/2020
1437,27137,7/9/2020
1438,27145,4/29/2020
1439,27147,5/7/2020
1440,27149,7/10/2020
1441,27151,5/13/2020
1442,27153,5/7/2020
1443,27155,6/2/2020
1444,90027,NA
1445,27157,6/17/2020
1446,27159,6/23/2020
1447,27161,5/15/2020
1448,27163,5/12/2020
1449,27165,4/30/2020
1450,27167,4/11/2020
1451,27169,4/15/2020
1452,27171,5/15/2020
1453,27173,6/15/2020
1454,28001,4/10/2020
1455,28003,6/23/2020
1456,28005,4/13/2020
1457,28007,4/12/2020
1458,28009,4/21/2020
1459,28011,4/3/2020
1460,28013,4/12/2020
1461,28015,4/17/2020
1462,28017,4/9/2020
1463,28019,4/7/2020
1464,28021,4/19/2020
1465,28023,4/15/2020
1466,28025,4/13/2020
1467,28027,4/2/2020
1468,28029,4/10/2020
1469,28031,4/15/2020
1470,28033,4/14/2020
1471,28035,4/10/2020
1472,28037,4/9/2020
1473,28039,5/30/2020
1474,28041,6/1/2020
1475,28043,4/20/2020
1476,28045,4/15/2020
1477,28047,5/13/2020
1478,28049,4/11/2020
1479,28051,4/5/2020
1480,28053,4/10/2020
1481,28055,6/25/2020
1482,28057,4/20/2020
1483,28059,4/13/2020
1484,28061,4/16/2020
1485,28063,4/25/2020
1486,28065,4/21/2020
1487,28067,4/19/2020
1488,28069,4/7/2020
1489,28071,4/19/2020
1490,28073,4/19/2020
1491,28075,4/7/2020
1492,28077,4/18/2020
1493,28079,4/11/2020
1494,28081,5/16/2020
1495,28083,4/9/2020
1496,28085,4/10/2020
1497,28087,5/3/2020
1498,28089,4/14/2020
1499,28091,4/14/2020
1500,28093,4/16/2020
1501,28095,4/12/2020
1502,28097,4/3/2020
1503,28099,4/12/2020
1504,28101,4/19/2020
1505,28103,4/16/2020
1506,28105,4/30/2020
1507,80028,NA
1508,28107,4/19/2020
1509,28109,4/7/2020
1510,28111,4/4/2020
1511,28113,4/11/2020
1512,28115,5/31/2020
1513,28117,4/21/2020
1514,28119,4/6/2020
1515,28121,4/25/2020
1516,28123,4/7/2020
1517,28125,4/27/2020
1518,28127,4/20/2020
1519,28129,4/9/2020
1520,28131,4/20/2020
1521,28133,4/8/2020
1522,28135,5/13/2020
1523,28137,4/18/2020
1524,28139,3/29/2020
1525,28141,5/19/2020
1526,28143,3/31/2020
1527,90028,NA
1528,28145,5/4/2020
1529,28147,4/8/2020
1530,28149,4/26/2020
1531,28151,4/9/2020
1532,28153,4/30/2020
1533,28155,4/4/2020
1534,28157,3/27/2020
1535,28159,4/11/2020
1536,28161,4/11/2020
1537,28163,4/5/2020
1538,29001,5/17/2020
1539,29003,5/19/2020
1540,29005,7/7/2020
1541,29007,5/22/2020
1542,29009,6/26/2020
1543,29011,6/19/2020
1544,29013,7/16/2020
1545,29015,7/7/2020
1546,29017,6/21/2020
1547,29019,6/6/2020
1548,29021,5/1/2020
1549,29023,6/4/2020
1550,29025,7/1/2020
1551,29027,6/23/2020
1552,29029,6/20/2020
1553,29031,6/5/2020
1554,29033,6/4/2020
1555,29035,6/19/2020
1556,29037,6/10/2020
1557,29039,7/15/2020
1558,29041,7/16/2020
1559,29043,7/15/2020
1560,29045,7/30/2020
1561,29047,6/10/2020
1562,29049,6/15/2020
1563,29051,7/2/2020
1564,29053,7/3/2020
1565,29055,7/15/2020
1566,29057,7/22/2020
1567,29059,7/9/2020
1568,29061,6/30/2020
1569,29063,7/2/2020
1570,29065,8/13/2020
1571,29067,7/14/2020
1572,29069,5/25/2020
1573,29071,4/22/2020
1574,29073,7/11/2020
1575,29075,5/24/2020
1576,29077,7/2/2020
1577,29079,6/13/2020
1578,29081,5/26/2020
1579,29083,7/10/2020
1580,29085,7/28/2020
1581,29087,7/28/2020
1582,29089,7/17/2020
1583,29091,7/2/2020
1584,29093,7/31/2020
1585,29095,6/8/2020
1586,29097,6/13/2020
1587,29099,4/21/2020
1588,29101,5/1/2020
1589,29103,7/22/2020
1590,29105,7/4/2020
1591,29107,4/23/2020
1592,29109,7/3/2020
1593,29111,7/16/2020
1594,29113,4/24/2020
1595,29115,6/17/2020
1596,29117,7/4/2020
1597,29121,7/9/2020
1598,29123,7/22/2020
1599,29125,7/23/2020
1600,29127,7/9/2020
1601,29119,6/5/2020
1602,29129,6/12/2020
1603,29131,7/14/2020
1604,29133,4/25/2020
1605,29135,4/17/2020
1606,29137,7/23/2020
1607,29139,6/8/2020
1608,29141,7/7/2020
1609,29143,5/28/2020
1610,29145,6/13/2020
1611,29147,7/4/2020
1612,29149,7/20/2020
1613,29151,7/13/2020
1614,80029,NA
1615,29153,8/7/2020
1616,29155,4/22/2020
1617,29157,4/4/2020
1618,29159,5/3/2020
1619,29161,7/3/2020
1620,29163,5/30/2020
1621,29165,6/23/2020
1622,29167,7/18/2020
1623,29169,6/6/2020
1624,29171,7/29/2020
1625,29173,7/19/2020
1626,29175,7/23/2020
1627,29177,6/9/2020
1628,29179,7/12/2020
1629,29181,6/20/2020
1630,29195,4/13/2020
1631,29197,6/26/2020
1632,29199,5/31/2020
1633,29201,4/16/2020
1634,29203,7/2/2020
1635,29205,7/17/2020
1636,29183,4/16/2020
1637,29185,7/18/2020
1638,29187,6/22/2020
1639,29189,4/4/2020
1640,29510,4/4/2020
1641,29186,6/28/2020
1642,29207,5/13/2020
1643,29209,7/15/2020
1644,29211,5/14/2020
1645,29213,6/29/2020
1646,29215,7/30/2020
1647,90029,NA
1648,29217,7/3/2020
1649,29219,6/25/2020
1650,29221,7/3/2020
1651,29223,7/28/2020
1652,29225,7/5/2020
1653,29227,5/18/2020
1654,29229,7/3/2020
1655,30001,7/21/2020
1656,30003,5/29/2020
1657,30005,7/23/2020
1658,30007,7/11/2020
1659,30009,6/20/2020
1660,30011,9/24/2020
1661,30013,7/24/2020
1662,30015,7/31/2020
1663,30017,6/16/2020
1664,30019,7/29/2020
1665,30021,6/25/2020
1666,30023,7/23/2020
1667,30025,9/4/2020
1668,30027,8/9/2020
1669,30029,7/18/2020
1670,30031,4/6/2020
1671,30033,7/15/2020
1672,30035,6/29/2020
1673,30037,4/11/2020
1674,30039,7/1/2020
1675,30041,7/17/2020
1676,30043,7/17/2020
1677,30045,7/30/2020
1678,30047,7/9/2020
1679,30049,7/17/2020
1680,30051,8/26/2020
1681,30053,7/13/2020
1682,30057,4/5/2020
1683,30055,8/4/2020
1684,30059,6/30/2020
1685,30061,9/30/2020
1686,30063,7/6/2020
1687,30065,8/21/2020
1688,80030,NA
1689,30067,7/12/2020
1690,30069,10/5/2020
1691,30071,8/5/2020
1692,30073,7/21/2020
1693,30075,8/25/2020
1694,30077,8/24/2020
1695,30079,9/26/2020
1696,30081,7/12/2020
1697,30083,6/29/2020
1698,30085,7/29/2020
1699,30087,6/24/2020
1700,30089,8/16/2020
1701,30091,8/5/2020
1702,30093,7/25/2020
1703,30095,7/16/2020
1704,30097,7/22/2020
1705,30099,7/4/2020
1706,30101,3/28/2020
1707,30103,6/25/2020
1708,90030,NA
1709,30105,7/26/2020
1710,30107,7/30/2020
1711,30109,7/14/2020
1712,30111,6/29/2020
1713,31001,4/10/2020
1714,31003,5/19/2020
1715,31005,8/6/2020
1716,31007,6/11/2020
1717,31009,9/25/2020
1718,31011,5/30/2020
1719,31013,8/1/2020
1720,31015,8/6/2020
1721,31017,8/25/2020
1722,31019,4/19/2020
1723,31021,5/21/2020
1724,31023,5/6/2020
1725,31025,5/21/2020
1726,31027,6/19/2020
1727,31029,7/20/2020
1728,31031,8/26/2020
1729,31033,5/17/2020
1730,31035,4/29/2020
1731,31037,4/26/2020
1732,31039,5/4/2020
1733,31041,4/11/2020
1734,31043,4/18/2020
1735,31045,8/5/2020
1736,31047,4/17/2020
1737,31049,7/15/2020
1738,31051,4/30/2020
1739,31053,4/23/2020
1740,31055,4/29/2020
1741,31057,7/20/2020
1742,31059,5/30/2020
1743,31061,4/13/2020
1744,31063,7/21/2020
1745,31065,5/15/2020
1746,31067,4/7/2020
1747,31069,6/1/2020
1748,31071,7/10/2020
1749,31073,4/18/2020
1750,31075,9/16/2020
1751,31077,5/23/2020
1752,31079,4/8/2020
1753,31081,4/11/2020
1754,31083,8/25/2020
1755,31085,10/4/2020
1756,31087,9/14/2020
1757,31089,8/3/2020
1758,31091,5/2/2020
1759,31093,4/23/2020
1760,31095,6/7/2020
1761,31097,5/15/2020
1762,31099,5/11/2020
1763,31101,7/21/2020
1764,31103,5/20/2020
1765,31105,4/3/2020
1766,31107,5/25/2020
1767,31109,5/3/2020
1768,31111,5/6/2020
1769,31113,4/6/2020
1770,31115,6/24/2020
1771,31119,4/23/2020
1772,31117,5/6/2020
1773,31121,4/20/2020
1774,31123,5/6/2020
1775,31125,5/4/2020
1776,31127,7/20/2020
1777,31129,7/21/2020
1778,31131,6/28/2020
1779,80031,NA
1780,31133,7/25/2020
1781,31135,7/20/2020
1782,31137,5/9/2020
1783,31139,6/27/2020
1784,31141,4/27/2020
1785,31143,4/20/2020
1786,31145,7/21/2020
1787,31147,7/11/2020
1788,31149,7/3/2020
1789,31151,4/22/2020
1790,31153,5/7/2020
1791,31155,5/19/2020
1792,31157,5/8/2020
1793,31159,5/13/2020
1794,31161,7/3/2020
1795,31163,5/26/2020
1796,31165,6/12/2020
1797,31167,5/4/2020
1798,31169,7/9/2020
1799,31171,5/6/2020
1800,31173,5/7/2020
1801,90031,NA
1802,31175,6/4/2020
1803,31177,4/15/2020
1804,31179,5/23/2020
1805,31181,4/30/2020
1806,31183,7/25/2020
1807,31185,5/5/2020
1808,32510,5/11/2020
1809,32001,7/9/2020
1810,32003,4/12/2020
1811,32005,6/19/2020
1812,32007,6/18/2020
1813,32009,11/13/2020
1814,32011,8/9/2020
1815,32013,4/11/2020
1816,32015,4/28/2020
1817,32017,8/22/2020
1818,32019,5/29/2020
1819,32021,6/29/2020
1820,32023,5/12/2020
1821,80032,NA
1822,32027,6/23/2020
1823,32029,8/10/2020
1824,90032,NA
1825,32031,4/14/2020
1826,32033,7/17/2020
1827,33001,6/2/2020
1828,33003,6/10/2020
1829,33005,7/14/2020
1830,33007,10/19/2020
1831,33009,7/8/2020
1832,33011,4/15/2020
1833,33013,4/30/2020
1834,80033,NA
1835,33015,4/12/2020
1836,33017,4/26/2020
1837,33019,8/12/2020
1838,90033,NA
1839,34001,4/13/2020
1840,34003,3/26/2020
1841,34005,4/4/2020
1842,34007,4/5/2020
1843,34009,4/7/2020
1844,34011,4/11/2020
1845,34013,3/27/2020
1846,34015,4/7/2020
1847,34017,3/28/2020
1848,34019,4/2/2020
1849,34021,4/2/2020
1850,34023,3/29/2020
1851,34025,3/27/2020
1852,34027,3/29/2020
1853,34029,3/28/2020
1854,80034,NA
1855,34031,3/28/2020
1856,34033,4/13/2020
1857,34035,3/30/2020
1858,34037,4/1/2020
1859,90034,NA
1860,34039,3/28/2020
1861,34041,4/2/2020
1862,35001,4/26/2020
1863,35003,7/16/2020
1864,35005,6/22/2020
1865,35006,4/15/2020
1866,35007,7/25/2020
1867,35009,5/26/2020
1868,35011,9/12/2020
1869,35013,5/10/2020
1870,35015,6/24/2020
1871,35017,7/8/2020
1872,35019,4/24/2020
1873,35021,4/23/2020
1874,35023,6/15/2020
1875,35025,6/22/2020
1876,35027,7/11/2020
1877,35028,7/31/2020
1878,35029,6/13/2020
1879,35031,4/10/2020
1880,35033,7/22/2020
1881,35035,7/10/2020
1882,80035,NA
1883,35037,7/8/2020
1884,35039,5/28/2020
1885,35041,5/16/2020
1886,35045,4/10/2020
1887,35047,7/14/2020
1888,35043,4/10/2020
1889,35049,6/7/2020
1890,35051,6/26/2020
1891,35053,4/17/2020
1892,35055,6/15/2020
1893,35057,5/2/2020
1894,90035,NA
1895,35059,6/5/2020
1896,35061,6/2/2020
1897,36001,4/6/2020
1898,36003,6/1/2020
1899,36005,3/23/2020
1900,36007,4/19/2020
1901,36009,5/23/2020
1902,36011,5/24/2020
1903,36013,6/30/2020
1904,36015,4/25/2020
1905,36017,4/7/2020
1906,36019,5/14/2020
1907,36021,4/5/2020
1908,36023,7/3/2020
1909,36025,4/14/2020
1910,36027,3/29/2020
1911,36029,4/5/2020
1912,36031,5/31/2020
1913,36033,8/5/2020
1914,36035,4/25/2020
1915,36037,4/10/2020
1916,36039,4/14/2020
1917,36041,5/6/2020
1918,36043,5/3/2020
1919,36045,7/21/2020
1920,36047,3/22/2020
1921,36049,6/28/2020
1922,36051,4/28/2020
1923,36053,4/3/2020
1924,36055,4/10/2020
1925,36057,4/29/2020
1926,36059,3/22/2020
1927,36061,3/22/2020
1928,36063,4/14/2020
1929,36065,4/14/2020
1930,36067,4/12/2020
1931,36069,5/14/2020
1932,36071,3/23/2020
1933,36073,4/18/2020
1934,36075,6/11/2020
1935,36077,4/25/2020
1936,80036,NA
1937,36079,3/27/2020
1938,36081,3/22/2020
1939,36083,4/18/2020
1940,36085,3/22/2020
1941,36087,3/22/2020
1942,36091,4/16/2020
1943,36093,4/9/2020
1944,36095,4/25/2020
1945,36097,7/20/2020
1946,36099,4/25/2020
1947,36089,4/20/2020
1948,36101,4/10/2020
1949,36103,3/24/2020
1950,36105,3/29/2020
1951,36107,4/25/2020
1952,36109,4/7/2020
1953,36111,3/30/2020
1954,90036,NA
1955,36113,4/14/2020
1956,36115,4/19/2020
1957,36117,5/15/2020
1958,36119,3/20/2020
1959,36121,4/15/2020
1960,36123,5/18/2020
1961,37001,5/9/2020
1962,37003,6/1/2020
1963,37005,5/15/2020
1964,37007,4/28/2020
1965,37009,5/17/2020
1966,37011,7/3/2020
1967,37013,6/11/2020
1968,37015,4/17/2020
1969,37017,5/4/2020
1970,37019,6/7/2020
1971,37021,5/24/2020
1972,37023,4/27/2020
1973,37025,4/21/2020
1974,37027,5/14/2020
1975,37029,6/17/2020
1976,37031,6/27/2020
1977,37033,4/29/2020
1978,37035,5/25/2020
1979,37037,4/13/2020
1980,37039,6/4/2020
1981,37041,5/18/2020
1982,37043,7/2/2020
1983,37045,6/1/2020
1984,37047,4/18/2020
1985,37049,5/17/2020
1986,37051,5/6/2020
1987,37053,7/9/2020
1988,37055,6/26/2020
1989,37057,5/1/2020
1990,37059,5/14/2020
1991,37061,4/24/2020
1992,37063,4/14/2020
1993,37065,4/18/2020
1994,37067,5/9/2020
1995,37069,4/18/2020
1996,37071,5/21/2020
1997,37073,5/12/2020
1998,37075,6/24/2020
1999,37077,4/5/2020
2000,37079,5/6/2020
2001,37081,5/6/2020
2002,37083,4/27/2020
2003,37085,4/26/2020
2004,37087,6/8/2020
2005,37089,4/18/2020
2006,37091,4/24/2020
2007,37093,4/26/2020
2008,37095,6/19/2020
2009,37097,5/15/2020
2010,37099,6/6/2020
2011,37101,5/11/2020
2012,37103,4/24/2020
2013,37105,4/22/2020
2014,37107,4/27/2020
2015,37109,6/3/2020
2016,37113,5/28/2020
2017,37115,7/17/2020
2018,37117,5/5/2020
2019,37111,5/28/2020
2020,37119,4/17/2020
2021,37121,6/10/2020
2022,37123,4/27/2020
2023,37125,4/24/2020
2024,37127,4/29/2020
2025,37129,6/4/2020
2026,37131,3/28/2020
2027,37133,6/19/2020
2028,37135,4/9/2020
2029,80037,NA
2030,37137,6/6/2020
2031,37139,5/6/2020
2032,37141,5/22/2020
2033,37143,4/30/2020
2034,37145,5/27/2020
2035,37147,5/13/2020
2036,37149,4/30/2020
2037,37151,4/27/2020
2038,37153,4/29/2020
2039,37155,4/27/2020
2040,37157,5/29/2020
2041,37159,4/12/2020
2042,37161,4/18/2020
2043,37163,4/29/2020
2044,37165,5/7/2020
2045,37167,5/29/2020
2046,37169,5/22/2020
2047,37171,5/15/2020
2048,37173,5/30/2020
2049,37175,7/5/2020
2050,37177,6/10/2020
2051,90037,NA
2052,37179,4/29/2020
2053,37181,4/25/2020
2054,37183,5/14/2020
2055,37185,5/7/2020
2056,37187,4/9/2020
2057,37189,6/27/2020
2058,37191,4/16/2020
2059,37193,5/1/2020
2060,37195,4/15/2020
2061,37197,5/8/2020
2062,37199,6/6/2020
2063,38001,8/10/2020
2064,38003,6/17/2020
2065,38005,7/8/2020
2066,38007,6/20/2020
2067,38009,7/14/2020
2068,38011,7/23/2020
2069,38013,4/23/2020
2070,38015,5/6/2020
2071,38017,4/18/2020
2072,38019,7/5/2020
2073,38021,7/9/2020
2074,38023,8/12/2020
2075,38025,4/18/2020
2076,38027,5/22/2020
2077,38029,5/21/2020
2078,38031,7/8/2020
2079,38033,7/17/2020
2080,38035,4/18/2020
2081,38037,6/28/2020
2082,38039,7/18/2020
2083,38041,7/18/2020
2084,38043,7/12/2020
2085,38045,6/10/2020
2086,38047,7/28/2020
2087,38049,7/8/2020
2088,38051,7/8/2020
2089,38053,5/19/2020
2090,38055,6/14/2020
2091,38057,7/11/2020
2092,38059,5/5/2020
2093,38061,4/3/2020
2094,38063,7/18/2020
2095,38065,6/29/2020
2096,80038,NA
2097,38067,6/14/2020
2098,38069,5/21/2020
2099,38071,7/5/2020
2100,38073,5/19/2020
2101,38075,5/30/2020
2102,38077,5/24/2020
2103,38079,7/24/2020
2104,38081,6/4/2020
2105,38083,7/8/2020
2106,38085,6/17/2020
2107,38087,4/3/2020
2108,38089,4/12/2020
2109,38091,7/1/2020
2110,38093,5/29/2020
2111,38095,7/11/2020
2112,38097,5/20/2020
2113,90038,NA
2114,38099,5/20/2020
2115,38101,7/10/2020
2116,38103,6/6/2020
2117,38105,7/3/2020
2118,69,NA
2119,39001,7/13/2020
2120,39003,4/24/2020
2121,39005,7/1/2020
2122,39007,4/23/2020
2123,39009,7/8/2020
2124,39011,5/12/2020
2125,39013,4/18/2020
2126,39015,6/22/2020
2127,39017,5/8/2020
2128,39019,5/22/2020
2129,39021,7/3/2020
2130,39023,5/16/2020
2131,39025,5/31/2020
2132,39027,5/20/2020
2133,39029,4/12/2020
2134,39031,5/28/2020
2135,39033,4/29/2020
2136,39035,4/14/2020
2137,39037,4/15/2020
2138,39039,6/10/2020
2139,39041,5/9/2020
2140,39043,5/7/2020
2141,39045,5/6/2020
2142,39047,5/16/2020
2143,39049,4/17/2020
2144,39051,6/1/2020
2145,39053,7/20/2020
2146,39055,4/17/2020
2147,39057,6/21/2020
2148,39059,6/6/2020
2149,39061,4/23/2020
2150,39063,6/30/2020
2151,39065,5/21/2020
2152,39067,7/16/2020
2153,39069,6/29/2020
2154,39071,7/3/2020
2155,39073,5/14/2020
2156,39075,6/2/2020
2157,39077,6/1/2020
2158,39079,7/15/2020
2159,39081,5/28/2020
2160,39083,7/16/2020
2161,39085,5/19/2020
2162,39087,6/29/2020
2163,39089,5/14/2020
2164,39091,6/8/2020
2165,39093,4/21/2020
2166,39095,4/10/2020
2167,39097,4/24/2020
2168,39099,4/4/2020
2169,39101,4/13/2020
2170,39103,5/6/2020
2171,39105,7/24/2020
2172,39107,5/6/2020
2173,39109,4/8/2020
2174,39111,5/11/2020
2175,39113,5/20/2020
2176,39115,7/21/2020
2177,39117,4/28/2020
2178,39119,7/8/2020
2179,39121,7/17/2020
2180,39123,5/5/2020
2181,80039,NA
2182,39125,6/22/2020
2183,39127,7/8/2020
2184,39129,4/13/2020
2185,39131,7/11/2020
2186,39133,4/17/2020
2187,39135,6/12/2020
2188,39137,4/23/2020
2189,39139,5/12/2020
2190,39141,6/10/2020
2191,39143,5/19/2020
2192,39145,7/13/2020
2193,39147,7/18/2020
2194,39149,6/7/2020
2195,39151,5/2/2020
2196,39153,4/28/2020
2197,39155,4/15/2020
2198,39157,5/1/2020
2199,90039,NA
2200,39159,6/9/2020
2201,39161,7/3/2020
2202,39163,5/12/2020
2203,39165,5/13/2020
2204,39167,4/19/2020
2205,39169,4/28/2020
2206,39171,5/4/2020
2207,39173,4/25/2020
2208,39175,4/24/2020
2209,40001,4/7/2020
2210,40003,8/16/2020
2211,40005,6/22/2020
2212,40007,4/30/2020
2213,40009,7/13/2020
2214,40011,6/9/2020
2215,40013,6/12/2020
2216,40015,4/15/2020
2217,40017,6/14/2020
2218,40019,6/4/2020
2219,40021,6/16/2020
2220,40023,5/24/2020
2221,40025,8/12/2020
2222,40027,4/15/2020
2223,40029,6/11/2020
2224,40031,5/9/2020
2225,40033,6/26/2020
2226,40035,5/19/2020
2227,40037,4/24/2020
2228,40039,6/3/2020
2229,40041,4/12/2020
2230,40043,6/15/2020
2231,40045,7/25/2020
2232,40047,6/24/2020
2233,40049,6/14/2020
2234,40051,5/14/2020
2235,40053,7/20/2020
2236,40055,4/4/2020
2237,40057,7/7/2020
2238,40059,7/25/2020
2239,40061,7/6/2020
2240,40063,7/10/2020
2241,40065,5/30/2020
2242,40067,6/30/2020
2243,40069,6/29/2020
2244,40071,4/13/2020
2245,40073,6/19/2020
2246,40075,6/30/2020
2247,40077,6/30/2020
2248,40079,7/9/2020
2249,40081,7/5/2020
2250,40083,6/30/2020
2251,40085,5/23/2020
